"gene","module","module_membership","gene_significance","gene_significance_p","gene_significance_FDR"
"ATP5J","brown",0.389235604971347,0.299586968317179,4.28779486010375e-18,2.04162138068107e-17
"KIAA1191","blue",0.328957061007138,-0.174134987518601,6.98796516208847e-07,1.57602080941717e-06
"NBL1","grey",0.0825865580588132,0.0314066729742073,0.374402831892728,0.412627673690598
"SSRP1","blue",0.886563382098482,-0.524686923845734,6.21040923387589e-58,3.34259315681226e-56
"TSPAN7","turquoise",0.509889262614896,0.143430702289284,4.56869511365145e-05,8.62659513426842e-05
"PRL","red",0.376105454225734,0.192243952913851,4.08721772778039e-08,1.01941476371967e-07
"ATIC","blue",0.869007665838192,-0.503414185454354,9.46093840997577e-53,3.50801912141649e-51
"UBL5","red",0.532944580135554,0.421876558291941,5.96482003902832e-36,7.3088082137796e-35
"RGS2","green",0.559745857209429,-0.0652568050344286,0.0647277790628736,0.0808167543898296
"TTC1","grey",0.109418927460848,-0.0822083183170806,0.0198899167296002,0.0267456452579543
"RPL36AL","blue",0.51798183458928,-0.273467568512922,3.1919191279281e-15,1.28727326734859e-14
