"dataset","sample_id","group","S100A8","independent_score","antigen_score","monocyte_core_score","combined_score"
"GSE65682","GSM1691904","Sepsis",12.85407513,1.24308635402929,1.12834934815998,1.17670769145043,0.114737005869312
"GSE65682","GSM1691905","Sepsis",12.96326939,1.14739115181439,1.16657416692141,1.14612712348284,-0.0191830151070107
"GSE65682","GSM1691906","Sepsis",12.66643057,1.12474868373026,1.20999857427574,1.13157966988307,-0.0852498905454742
"GSE65682","GSM1691907","Sepsis",12.97939229,1.05875362664928,1.2764492446754,1.03147863649661,-0.217695618026116
"GSE65682","GSM1691908","Sepsis",12.65792118,1.25010988686506,1.18658026618738,1.1421913977758,0.0635296206776799
"GSE65682","GSM1691909","Sepsis",13.28192981,1.25173013852806,1.02353050835657,1.14404874733478,0.228199630171492
"GSE65682","GSM1691910","Sepsis",12.92818352,1.16978270369158,1.07855112104567,1.05841012188042,0.0912315826459031
"GSE65682","GSM1691911","Sepsis",13.11510001,1.239117764636,1.18214907036037,1.19882121723427,0.0569686942756276
"GSE65682","GSM1691912","Sepsis",12.89693647,1.23597732509791,1.21261831108259,1.02227024292297,0.0233590140153188
"GSE65682","GSM1691913","Sepsis",12.6201038,1.04137205884294,1.28315321938527,1.072642380929,-0.241781160542328
"GSE65682","GSM1691914","Sepsis",12.9686485,1.16017419687161,1.22308490445972,1.14554660141135,-0.062910707588115
"GSE65682","GSM1691915","Sepsis",12.76603567,1.26053218552838,1.15927790420485,1.20847789718506,0.101254281323528
"GSE65682","GSM1691916","Sepsis",12.97728722,1.18114002069035,1.25306075452725,1.07076734290279,-0.0719207338368977
"GSE65682","GSM1691917","Sepsis",12.71394752,1.14227328972774,1.17883067696709,1.15975205994782,-0.0365573872393461
"GSE65682","GSM1691918","Sepsis",13.33649016,1.27187238797016,1.05785133190745,1.15540197376694,0.214021056062712
"GSE65682","GSM1691919","Sepsis",13.0734643,1.20420578822846,1.15095749703695,1.10853845528269,0.0532482911915051
