"fold","strategy","algorithm","ROC_AUC","PR_AUC","sensitivity","specificity","balanced_accuracy","PPV","NPV","F1","MCC","Brier","calibration_slope"
"Fold1.Rep04","unweighted","LASSO",0.999177631578947,0.999956859206933,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.00399970480072558,2.1999599723537
"Fold1.Rep04","unweighted","glmBoost",0.999177631578947,0.999956859206933,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.00521955016326532,4.16735133348821
"Fold1.Rep04","unweighted","Ranger",1,1,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.0037826,27.7913188745953
"Fold1.Rep04","unweighted","XGBoost",1,1,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.00284700812134141,16.2797871775236
"Fold2.Rep04","unweighted","LASSO",0.99780701754386,0.999872253003179,1,0.666666666666667,0.833333333333333,0.980645161290323,1,0.990228013029316,0.808556393123086,0.0137924232434772,2.190777856996
"Fold2.Rep04","unweighted","glmBoost",0.998538011695906,0.999914280512879,0.993421052631579,0.777777777777778,0.885599415204678,0.986928104575163,0.875,0.99016393442623,0.815302364859394,0.0123839513252265,2.8034497771461
"Fold2.Rep04","unweighted","Ranger",0.996345029239766,0.999783134362216,1,0.777777777777778,0.888888888888889,0.987012987012987,1,0.993464052287582,0.876171654230361,0.0107021900069013,1.32486335887747
"Fold2.Rep04","unweighted","XGBoost",0.994883040935672,0.999694228315066,1,0.777777777777778,0.888888888888889,0.987012987012987,1,0.993464052287582,0.876171654230361,0.0128335112627514,1.82066159972823
"Fold3.Rep04","unweighted","LASSO",1,1,1,0.75,0.875,0.987012987012987,1,0.993464052287582,0.86038348441828,0.00810108447458869,101.984240413592
"Fold3.Rep04","unweighted","glmBoost",1,1,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.00796570751657202,60.6123779739589
"Fold3.Rep04","unweighted","Ranger",1,1,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.00411000827777778,99.2329877028737
"Fold3.Rep04","unweighted","XGBoost",1,1,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.00296253755531636,49.3449362999968
"Fold4.Rep04","unweighted","LASSO",1,1,1,0.875,0.9375,0.993464052287582,1,0.99672131147541,0.932352425723039,0.00341097558158472,40.4379800848507
