"fold","strategy","algorithm","gene","importance","rank","selected"
"Fold2.Rep01","unweighted","XGBoost","HP",0.00139527967578109,21,FALSE
"Fold2.Rep01","unweighted","XGBoost","KIAA0748",0.0013847408719709,22,FALSE
"Fold2.Rep01","unweighted","XGBoost","KLF12",0.00121027767009473,23,FALSE
"Fold2.Rep01","unweighted","XGBoost","IKZF2",0.00111060036063094,24,FALSE
"Fold2.Rep01","unweighted","XGBoost","EOMES",0.0010385452592276,25,FALSE
"Fold2.Rep01","unweighted","XGBoost","NLRC3",0.000936583396393586,26,FALSE
"Fold2.Rep01","unweighted","XGBoost","CKAP4",0.000543262813605615,27,FALSE
"Fold2.Rep01","unweighted","XGBoost","PTCH1",0.000490739612227475,28,FALSE
"Fold2.Rep01","unweighted","XGBoost","CD160",0.000325246016066991,29,FALSE
"Fold2.Rep01","unweighted","XGBoost","GCET2",0.000297417549963659,30,FALSE
"Fold2.Rep01","unweighted","XGBoost","INPP4B",0.000284501376663946,31,FALSE
"Fold2.Rep01","unweighted","XGBoost","SIGLECP3",5.84162064692393e-05,32,FALSE
"Fold2.Rep01","unweighted","XGBoost","TBC1D4",5.79716057990237e-05,33,FALSE
"Fold2.Rep01","unweighted","XGBoost","SRPK1",1.84535469636978e-05,34,FALSE
"Fold3.Rep01","unweighted","LASSO","S100A8",1.36688784063662,1,TRUE
"Fold3.Rep01","unweighted","LASSO","IKZF2",0.397696492985685,2,TRUE
"Fold3.Rep01","unweighted","LASSO","FCER1A",0.34696098234209,3,TRUE
"Fold3.Rep01","unweighted","LASSO","GATA2",0.33976361225025,4,TRUE
"Fold3.Rep01","unweighted","LASSO","THEM4",0.28653051129787,5,TRUE
"Fold3.Rep01","unweighted","LASSO","ANXA3",0.253498199398335,6,TRUE
"Fold3.Rep01","unweighted","LASSO","CD160",0.187432973904809,7,TRUE
"Fold3.Rep01","unweighted","LASSO","PTCH1",0.119208563207954,8,TRUE
