"Gene","Step","Coefficient","StepIndex","Lambda","LogLambda"
"DACH1","s74",0,74,0.000181205201450961,-8.61588045918814
"DACH1","s75",0,75,0.00016510743077652,-8.70891420031921
"DACH1","s76",0,76,0.000150439741681481,-8.80194794145028
"DACH1","s77",0,77,0.000137075089659801,-8.89498168258135
"DACH1","s78",0,78,0.000124897716489202,-8.98801542371243
"DACH1","s79",0,79,0.000113802147588832,-9.0810491648435
"DACH1","s80",0,80,0.000103692278448902,-9.17408290597457
"DACH1","s81",0,81,9.44805422193964e-05,-9.26711664710565
"DACH1","s82",0,82,8.6087151247911e-05,-9.36015038823672
"DACH1","s83",0,83,7.84394059971776e-05,-9.45318412936779
"DACH1","s84",0,84,7.14710653564502e-05,-9.54621787049886
"DACH1","s85",0,85,6.51217728926934e-05,-9.63925161162994
"DACH1","s86",0,86,5.93365340720335e-05,-9.73228535276101
"DACH1","s87",0,87,5.40652399234147e-05,-9.82531909389208
"DDAH2","s0",0,0,0.177039286132001,-1.73138361548877
"DDAH2","s1",0,1,0.161311603892753,-1.82441735661984
"DDAH2","s2",0,2,0.146981125596331,-1.91745109775091
"DDAH2","s3",0,3,0.133923727495309,-2.01048483888199
"DDAH2","s4",0,4,0.122026312653886,-2.10351858001306
"DDAH2","s5",0,5,0.111185831356325,-2.19655232114413
"DDAH2","s6",0,6,0.101308388539621,-2.2895860622752
"DDAH2","s7",0,7,0.09230843051938,-2.38261980340628
"DDAH2","s8",0,8,0.0841080039647334,-2.47565354453735
"DDAH2","s9",0,9,0.076636080703879,-2.56868728566842
"DDAH2","s10",0,10,0.0698279425120354,-2.66172102679949
"DDAH2","s11",0,11,0.0636246205531402,-2.75475476793057
"DDAH2","s12",0,12,0.0579723846200014,-2.84778850906164
"DDAH2","s13",0,13,0.0528222777489477,-2.94082225019271
"DDAH2","s14",0,14,0.048129692178029,-3.03385599132378
"DDAH2","s15",0,15,0.043853982975923,-3.12688973245486
"DDAH2","s16",0,16,0.0399581159949838,-3.21992347358593
"DDAH2","s17",0,17,0.0364083470991718,-3.312957214717
"DDAH2","s18",0,18,0.0331739298884908,-3.40599095584808
"DDAH2","s19",0,19,0.0302268493883793,-3.49902469697915
"DDAH2","s20",0,20,0.0275415793974034,-3.59205843811022
"DDAH2","s21",0,21,0.0250948613915117,-3.68509217924129
"DDAH2","s22",0,22,0.022865503069826,-3.77812592037237
"DDAH2","s23",0,23,0.0208341947970698,-3.87115966150344
"DDAH2","s24",0,24,0.0189833423527451,-3.96419340263451
"DDAH2","s25",0,25,0.0172969145384111,-4.05722714376558
"DDAH2","s26",0,26,0.0157603043231128,-4.15026088489666
"DDAH2","s27",0,27,0.0143602023242663,-4.24329462602773
"DDAH2","s28",0,28,0.0130844815281545,-4.3363283671588
"DDAH2","s29",0,29,0.0119220922515355,-4.42936210828987
"DDAH2","s30",0,30,0.0108629664345722,-4.52239584942095
"DDAH2","s31",0,31,0.00989793043611486,-4.61542959055202
"DDAH2","s32",0,32,0.0090186255760098,-4.70846333168309
"DDAH2","s33",0,33,0.00821743573621073,-4.80149707281416
"DDAH2","s34",0,34,0.00748742139360768,-4.89453081394524
"DDAH2","s35",0,35,0.00682225951319765,-4.98756455507631
"DDAH2","s36",0,36,0.00621618878098029,-5.08059829620738
"DDAH2","s37",0,37,0.00566395970221219,-5.17363203733845
"DDAH2","s38",0,38,0.00516078913279472,-5.26666577846953
"DDAH2","s39",0,39,0.0047023188499681,-5.3596995196006
"DDAH2","s40",0,40,0.00428457780347076,-5.45273326073167
"DDAH2","s41",0,41,0.00390394772020166,-5.54576700186274
"DDAH2","s42",0,42,0.00355713176446973,-5.63880074299382
"DDAH2","s43",0,43,0.00324112598238019,-5.73183448412489
"DDAH2","s44",0,44,0.00295319328302306,-5.82486822525596
"DDAH2","s45",0,45,0.00269083973110104,-5.91790196638703
"DDAH2","s46",0,46,0.00245179294565508,-6.01093570751811
"DDAH2","s47",0,47,0.0022339824177876,-6.10396944864918
"DDAH2","s48",0,48,0.00203552157690489,-6.19700318978025
"DDAH2","s49",0,49,0.00185469145014521,-6.29003693091132
"DDAH2","s50",0,50,0.00168992577345814,-6.3830706720424
"DDAH2","s51",0,51,0.00153979742537472,-6.47610441317347
"DDAH2","s52",0,52,0.00140300606596397,-6.56913815430454
"DDAH2","s53",0,53,0.00127836687391048,-6.66217189543561
"DDAH2","s54",0,54,0.00116480028415901,-6.75520563656669
"DDAH2","s55",0,55,0.00106132263723843,-6.84823937769776
"DDAH2","s56",0,56,0.000967037659273928,-6.94127311882883
"DDAH2","s57",0,57,0.000881128698891504,-7.0343068599599
"DDAH2","s58",0,58,0.000802851653774438,-7.12734060109098
"DDAH2","s59",0,59,0.000731528525604995,-7.22037434222205
"DDAH2","s60",0,60,0.000666541547567348,-7.31340808335312
"DDAH2","s61",0,61,0.000607327833546948,-7.40644182448419
"DDAH2","s62",0,62,0.000553374502680286,-7.49947556561527
"DDAH2","s63",0,63,0.000504214237026208,-7.59250930674634
"DDAH2","s64",0,64,0.000459421233881468,-7.68554304787741
"DDAH2","s65",0,65,0.000418607517681417,-7.77857678900848
"DDAH2","s66",0,66,0.000381419579541263,-7.87161053013956
"DDAH2","s67",0,67,0.000347535315331229,-7.96464427127063
"DDAH2","s68",0,68,0.000316661235764668,-8.0576780124017
"DDAH2","s69",0,69,0.000288529924334272,-8.15071175353278
"DDAH2","s70",0,70,0.000262897721078208,-8.24374549466385
"DDAH2","s71",0,71,0.000239542612114102,-8.33677923579492
"DDAH2","s72",0,72,0.000218262306660988,-8.42981297692599
"DDAH2","s73",0,73,0.00019887248489335,-8.52284671805706
"DDAH2","s74",0,74,0.000181205201450961,-8.61588045918814
"DDAH2","s75",0,75,0.00016510743077652,-8.70891420031921
"DDAH2","s76",0,76,0.000150439741681481,-8.80194794145028
"DDAH2","s77",0,77,0.000137075089659801,-8.89498168258135
"DDAH2","s78",0,78,0.000124897716489202,-8.98801542371243
"DDAH2","s79",0,79,0.000113802147588832,-9.0810491648435
"DDAH2","s80",0,80,0.000103692278448902,-9.17408290597457
"DDAH2","s81",0,81,9.44805422193964e-05,-9.26711664710565
"DDAH2","s82",0,82,8.6087151247911e-05,-9.36015038823672
"DDAH2","s83",0,83,7.84394059971776e-05,-9.45318412936779
"DDAH2","s84",0,84,7.14710653564502e-05,-9.54621787049886
"DDAH2","s85",0,85,6.51217728926934e-05,-9.63925161162994
"DDAH2","s86",0,86,5.93365340720335e-05,-9.73228535276101
"DDAH2","s87",0,87,5.40652399234147e-05,-9.82531909389208
"DHRS9","s0",0,0,0.177039286132001,-1.73138361548877
"DHRS9","s1",0,1,0.161311603892753,-1.82441735661984
"DHRS9","s2",0,2,0.146981125596331,-1.91745109775091
"DHRS9","s3",0,3,0.133923727495309,-2.01048483888199
"DHRS9","s4",0,4,0.122026312653886,-2.10351858001306
"DHRS9","s5",0,5,0.111185831356325,-2.19655232114413
"DHRS9","s6",0,6,0.101308388539621,-2.2895860622752
"DHRS9","s7",0,7,0.09230843051938,-2.38261980340628
"DHRS9","s8",0,8,0.0841080039647334,-2.47565354453735
"DHRS9","s9",0,9,0.076636080703879,-2.56868728566842
"DHRS9","s10",0,10,0.0698279425120354,-2.66172102679949
"DHRS9","s11",0,11,0.0636246205531402,-2.75475476793057
"DHRS9","s12",0,12,0.0579723846200014,-2.84778850906164
"DHRS9","s13",0,13,0.0528222777489477,-2.94082225019271
"DHRS9","s14",0,14,0.048129692178029,-3.03385599132378
"DHRS9","s15",0,15,0.043853982975923,-3.12688973245486
"DHRS9","s16",0,16,0.0399581159949838,-3.21992347358593
"DHRS9","s17",0,17,0.0364083470991718,-3.312957214717
"DHRS9","s18",0,18,0.0331739298884908,-3.40599095584808
"DHRS9","s19",0,19,0.0302268493883793,-3.49902469697915
"DHRS9","s20",0,20,0.0275415793974034,-3.59205843811022
"DHRS9","s21",0,21,0.0250948613915117,-3.68509217924129
"DHRS9","s22",0,22,0.022865503069826,-3.77812592037237
"DHRS9","s23",0,23,0.0208341947970698,-3.87115966150344
"DHRS9","s24",0,24,0.0189833423527451,-3.96419340263451
"DHRS9","s25",0,25,0.0172969145384111,-4.05722714376558
"DHRS9","s26",0,26,0.0157603043231128,-4.15026088489666
"DHRS9","s27",0,27,0.0143602023242663,-4.24329462602773
"DHRS9","s28",0,28,0.0130844815281545,-4.3363283671588
"DHRS9","s29",0,29,0.0119220922515355,-4.42936210828987
"DHRS9","s30",0,30,0.0108629664345722,-4.52239584942095
"DHRS9","s31",0,31,0.00989793043611486,-4.61542959055202
"DHRS9","s32",0,32,0.0090186255760098,-4.70846333168309
"DHRS9","s33",0,33,0.00821743573621073,-4.80149707281416
"DHRS9","s34",0,34,0.00748742139360768,-4.89453081394524
"DHRS9","s35",0,35,0.00682225951319765,-4.98756455507631
"DHRS9","s36",0,36,0.00621618878098029,-5.08059829620738
"DHRS9","s37",0,37,0.00566395970221219,-5.17363203733845
"DHRS9","s38",0,38,0.00516078913279472,-5.26666577846953
"DHRS9","s39",0,39,0.0047023188499681,-5.3596995196006
"DHRS9","s40",0,40,0.00428457780347076,-5.45273326073167
"DHRS9","s41",0,41,0.00390394772020166,-5.54576700186274
"DHRS9","s42",0,42,0.00355713176446973,-5.63880074299382
"DHRS9","s43",0,43,0.00324112598238019,-5.73183448412489
"DHRS9","s44",0,44,0.00295319328302306,-5.82486822525596
"DHRS9","s45",0,45,0.00269083973110104,-5.91790196638703
"DHRS9","s46",0,46,0.00245179294565508,-6.01093570751811
"DHRS9","s47",0,47,0.0022339824177876,-6.10396944864918
"DHRS9","s48",0,48,0.00203552157690489,-6.19700318978025
"DHRS9","s49",0,49,0.00185469145014521,-6.29003693091132
"DHRS9","s50",0,50,0.00168992577345814,-6.3830706720424
"DHRS9","s51",0,51,0.00153979742537472,-6.47610441317347
"DHRS9","s52",0,52,0.00140300606596397,-6.56913815430454
"DHRS9","s53",0,53,0.00127836687391048,-6.66217189543561
"DHRS9","s54",0,54,0.00116480028415901,-6.75520563656669
"DHRS9","s55",0,55,0.00106132263723843,-6.84823937769776
"DHRS9","s56",0,56,0.000967037659273928,-6.94127311882883
"DHRS9","s57",0,57,0.000881128698891504,-7.0343068599599
"DHRS9","s58",0,58,0.000802851653774438,-7.12734060109098
"DHRS9","s59",0,59,0.000731528525604995,-7.22037434222205
"DHRS9","s60",0,60,0.000666541547567348,-7.31340808335312
"DHRS9","s61",0,61,0.000607327833546948,-7.40644182448419
"DHRS9","s62",0,62,0.000553374502680286,-7.49947556561527
"DHRS9","s63",0,63,0.000504214237026208,-7.59250930674634
"DHRS9","s64",0,64,0.000459421233881468,-7.68554304787741
"DHRS9","s65",0,65,0.000418607517681417,-7.77857678900848
"DHRS9","s66",0,66,0.000381419579541263,-7.87161053013956
"DHRS9","s67",0,67,0.000347535315331229,-7.96464427127063
"DHRS9","s68",0,68,0.000316661235764668,-8.0576780124017
"DHRS9","s69",0,69,0.000288529924334272,-8.15071175353278
"DHRS9","s70",0,70,0.000262897721078208,-8.24374549466385
"DHRS9","s71",0,71,0.000239542612114102,-8.33677923579492
"DHRS9","s72",0,72,0.000218262306660988,-8.42981297692599
"DHRS9","s73",0,73,0.00019887248489335,-8.52284671805706
"DHRS9","s74",0,74,0.000181205201450961,-8.61588045918814
"DHRS9","s75",0,75,0.00016510743077652,-8.70891420031921
"DHRS9","s76",0,76,0.000150439741681481,-8.80194794145028
"DHRS9","s77",0,77,0.000137075089659801,-8.89498168258135
"DHRS9","s78",0,78,0.000124897716489202,-8.98801542371243
"DHRS9","s79",0,79,0.000113802147588832,-9.0810491648435
"DHRS9","s80",0,80,0.000103692278448902,-9.17408290597457
"DHRS9","s81",0,81,9.44805422193964e-05,-9.26711664710565
"DHRS9","s82",0,82,8.6087151247911e-05,-9.36015038823672
"DHRS9","s83",0,83,7.84394059971776e-05,-9.45318412936779
"DHRS9","s84",0,84,7.14710653564502e-05,-9.54621787049886
"DHRS9","s85",0,85,6.51217728926934e-05,-9.63925161162994
"DHRS9","s86",0,86,5.93365340720335e-05,-9.73228535276101
"DHRS9","s87",0,87,5.40652399234147e-05,-9.82531909389208
"DIRC2","s0",0,0,0.177039286132001,-1.73138361548877
"DIRC2","s1",0,1,0.161311603892753,-1.82441735661984
"DIRC2","s2",0,2,0.146981125596331,-1.91745109775091
"DIRC2","s3",0,3,0.133923727495309,-2.01048483888199
"DIRC2","s4",0,4,0.122026312653886,-2.10351858001306
"DIRC2","s5",0,5,0.111185831356325,-2.19655232114413
"DIRC2","s6",0,6,0.101308388539621,-2.2895860622752
"DIRC2","s7",0,7,0.09230843051938,-2.38261980340628
"DIRC2","s8",0,8,0.0841080039647334,-2.47565354453735
"DIRC2","s9",0,9,0.076636080703879,-2.56868728566842
"DIRC2","s10",0,10,0.0698279425120354,-2.66172102679949
"DIRC2","s11",0,11,0.0636246205531402,-2.75475476793057
"DIRC2","s12",0,12,0.0579723846200014,-2.84778850906164
"DIRC2","s13",0,13,0.0528222777489477,-2.94082225019271
"DIRC2","s14",0,14,0.048129692178029,-3.03385599132378
"DIRC2","s15",0,15,0.043853982975923,-3.12688973245486
"DIRC2","s16",0,16,0.0399581159949838,-3.21992347358593
"DIRC2","s17",0,17,0.0364083470991718,-3.312957214717
"DIRC2","s18",0,18,0.0331739298884908,-3.40599095584808
"DIRC2","s19",0,19,0.0302268493883793,-3.49902469697915
"DIRC2","s20",0,20,0.0275415793974034,-3.59205843811022
"DIRC2","s21",0,21,0.0250948613915117,-3.68509217924129
"DIRC2","s22",0,22,0.022865503069826,-3.77812592037237
"DIRC2","s23",0,23,0.0208341947970698,-3.87115966150344
"DIRC2","s24",0,24,0.0189833423527451,-3.96419340263451
"DIRC2","s25",0,25,0.0172969145384111,-4.05722714376558
"DIRC2","s26",0,26,0.0157603043231128,-4.15026088489666
"DIRC2","s27",0,27,0.0143602023242663,-4.24329462602773
"DIRC2","s28",0,28,0.0130844815281545,-4.3363283671588
"DIRC2","s29",0,29,0.0119220922515355,-4.42936210828987
"DIRC2","s30",0,30,0.0108629664345722,-4.52239584942095
"DIRC2","s31",0,31,0.00989793043611486,-4.61542959055202
"DIRC2","s32",0,32,0.0090186255760098,-4.70846333168309
"DIRC2","s33",0,33,0.00821743573621073,-4.80149707281416
"DIRC2","s34",0,34,0.00748742139360768,-4.89453081394524
"DIRC2","s35",0,35,0.00682225951319765,-4.98756455507631
"DIRC2","s36",0,36,0.00621618878098029,-5.08059829620738
"DIRC2","s37",0,37,0.00566395970221219,-5.17363203733845
"DIRC2","s38",0,38,0.00516078913279472,-5.26666577846953
"DIRC2","s39",0,39,0.0047023188499681,-5.3596995196006
"DIRC2","s40",0,40,0.00428457780347076,-5.45273326073167
"DIRC2","s41",0,41,0.00390394772020166,-5.54576700186274
"DIRC2","s42",0,42,0.00355713176446973,-5.63880074299382
"DIRC2","s43",0,43,0.00324112598238019,-5.73183448412489
"DIRC2","s44",0,44,0.00295319328302306,-5.82486822525596
"DIRC2","s45",0,45,0.00269083973110104,-5.91790196638703
"DIRC2","s46",0,46,0.00245179294565508,-6.01093570751811
"DIRC2","s47",0,47,0.0022339824177876,-6.10396944864918
"DIRC2","s48",0,48,0.00203552157690489,-6.19700318978025
"DIRC2","s49",0,49,0.00185469145014521,-6.29003693091132
"DIRC2","s50",0,50,0.00168992577345814,-6.3830706720424
"DIRC2","s51",0,51,0.00153979742537472,-6.47610441317347
"DIRC2","s52",0,52,0.00140300606596397,-6.56913815430454
"DIRC2","s53",0,53,0.00127836687391048,-6.66217189543561
"DIRC2","s54",0,54,0.00116480028415901,-6.75520563656669
"DIRC2","s55",0,55,0.00106132263723843,-6.84823937769776
"DIRC2","s56",0,56,0.000967037659273928,-6.94127311882883
"DIRC2","s57",0,57,0.000881128698891504,-7.0343068599599
"DIRC2","s58",0,58,0.000802851653774438,-7.12734060109098
"DIRC2","s59",0,59,0.000731528525604995,-7.22037434222205
"DIRC2","s60",0,60,0.000666541547567348,-7.31340808335312
"DIRC2","s61",0,61,0.000607327833546948,-7.40644182448419
"DIRC2","s62",0,62,0.000553374502680286,-7.49947556561527
"DIRC2","s63",0,63,0.000504214237026208,-7.59250930674634
"DIRC2","s64",0,64,0.000459421233881468,-7.68554304787741
"DIRC2","s65",0,65,0.000418607517681417,-7.77857678900848
"DIRC2","s66",0,66,0.000381419579541263,-7.87161053013956
"DIRC2","s67",0,67,0.000347535315331229,-7.96464427127063
"DIRC2","s68",0,68,0.000316661235764668,-8.0576780124017
"DIRC2","s69",0,69,0.000288529924334272,-8.15071175353278
"DIRC2","s70",0,70,0.000262897721078208,-8.24374549466385
"DIRC2","s71",0,71,0.000239542612114102,-8.33677923579492
"DIRC2","s72",0,72,0.000218262306660988,-8.42981297692599
"DIRC2","s73",0,73,0.00019887248489335,-8.52284671805706
"DIRC2","s74",0,74,0.000181205201450961,-8.61588045918814
"DIRC2","s75",0,75,0.00016510743077652,-8.70891420031921
"DIRC2","s76",0,76,0.000150439741681481,-8.80194794145028
"DIRC2","s77",0,77,0.000137075089659801,-8.89498168258135
"DIRC2","s78",0,78,0.000124897716489202,-8.98801542371243
"DIRC2","s79",0,79,0.000113802147588832,-9.0810491648435
"DIRC2","s80",0,80,0.000103692278448902,-9.17408290597457
"DIRC2","s81",0,81,9.44805422193964e-05,-9.26711664710565
"DIRC2","s82",0,82,8.6087151247911e-05,-9.36015038823672
"DIRC2","s83",0,83,7.84394059971776e-05,-9.45318412936779
"DIRC2","s84",0,84,7.14710653564502e-05,-9.54621787049886
"DIRC2","s85",0,85,6.51217728926934e-05,-9.63925161162994
"DIRC2","s86",0,86,5.93365340720335e-05,-9.73228535276101
"DIRC2","s87",0,87,5.40652399234147e-05,-9.82531909389208
"DRAM1","s0",0,0,0.177039286132001,-1.73138361548877
"DRAM1","s1",0,1,0.161311603892753,-1.82441735661984
"DRAM1","s2",0,2,0.146981125596331,-1.91745109775091
"DRAM1","s3",0,3,0.133923727495309,-2.01048483888199
"DRAM1","s4",0,4,0.122026312653886,-2.10351858001306
"DRAM1","s5",0,5,0.111185831356325,-2.19655232114413
"DRAM1","s6",0,6,0.101308388539621,-2.2895860622752
"DRAM1","s7",0,7,0.09230843051938,-2.38261980340628
"DRAM1","s8",0,8,0.0841080039647334,-2.47565354453735
"DRAM1","s9",0,9,0.076636080703879,-2.56868728566842
"DRAM1","s10",0,10,0.0698279425120354,-2.66172102679949
"DRAM1","s11",0,11,0.0636246205531402,-2.75475476793057
"DRAM1","s12",0,12,0.0579723846200014,-2.84778850906164
"DRAM1","s13",0,13,0.0528222777489477,-2.94082225019271
"DRAM1","s14",0,14,0.048129692178029,-3.03385599132378
"DRAM1","s15",0,15,0.043853982975923,-3.12688973245486
"DRAM1","s16",0,16,0.0399581159949838,-3.21992347358593
"DRAM1","s17",0,17,0.0364083470991718,-3.312957214717
"DRAM1","s18",0,18,0.0331739298884908,-3.40599095584808
"DRAM1","s19",0,19,0.0302268493883793,-3.49902469697915
"DRAM1","s20",0,20,0.0275415793974034,-3.59205843811022
"DRAM1","s21",0,21,0.0250948613915117,-3.68509217924129
"DRAM1","s22",0,22,0.022865503069826,-3.77812592037237
"DRAM1","s23",0,23,0.0208341947970698,-3.87115966150344
"DRAM1","s24",0,24,0.0189833423527451,-3.96419340263451
"DRAM1","s25",0,25,0.0172969145384111,-4.05722714376558
"DRAM1","s26",0,26,0.0157603043231128,-4.15026088489666
"DRAM1","s27",0,27,0.0143602023242663,-4.24329462602773
"DRAM1","s28",0,28,0.0130844815281545,-4.3363283671588
"DRAM1","s29",0,29,0.0119220922515355,-4.42936210828987
"DRAM1","s30",0,30,0.0108629664345722,-4.52239584942095
"DRAM1","s31",0,31,0.00989793043611486,-4.61542959055202
"DRAM1","s32",0,32,0.0090186255760098,-4.70846333168309
"DRAM1","s33",0,33,0.00821743573621073,-4.80149707281416
"DRAM1","s34",0,34,0.00748742139360768,-4.89453081394524
"DRAM1","s35",0,35,0.00682225951319765,-4.98756455507631
"DRAM1","s36",0,36,0.00621618878098029,-5.08059829620738
"DRAM1","s37",0,37,0.00566395970221219,-5.17363203733845
"DRAM1","s38",0,38,0.00516078913279472,-5.26666577846953
"DRAM1","s39",0,39,0.0047023188499681,-5.3596995196006
"DRAM1","s40",0,40,0.00428457780347076,-5.45273326073167
"DRAM1","s41",0,41,0.00390394772020166,-5.54576700186274
"DRAM1","s42",0,42,0.00355713176446973,-5.63880074299382
"DRAM1","s43",0,43,0.00324112598238019,-5.73183448412489
"DRAM1","s44",0,44,0.00295319328302306,-5.82486822525596
"DRAM1","s45",0,45,0.00269083973110104,-5.91790196638703
"DRAM1","s46",0,46,0.00245179294565508,-6.01093570751811
"DRAM1","s47",0,47,0.0022339824177876,-6.10396944864918
"DRAM1","s48",0,48,0.00203552157690489,-6.19700318978025
"DRAM1","s49",0,49,0.00185469145014521,-6.29003693091132
"DRAM1","s50",0,50,0.00168992577345814,-6.3830706720424
"DRAM1","s51",0,51,0.00153979742537472,-6.47610441317347
"DRAM1","s52",0,52,0.00140300606596397,-6.56913815430454
"DRAM1","s53",0,53,0.00127836687391048,-6.66217189543561
"DRAM1","s54",0,54,0.00116480028415901,-6.75520563656669
"DRAM1","s55",0,55,0.00106132263723843,-6.84823937769776
"DRAM1","s56",0,56,0.000967037659273928,-6.94127311882883
"DRAM1","s57",0,57,0.000881128698891504,-7.0343068599599
"DRAM1","s58",0,58,0.000802851653774438,-7.12734060109098
"DRAM1","s59",0,59,0.000731528525604995,-7.22037434222205
"DRAM1","s60",0,60,0.000666541547567348,-7.31340808335312
"DRAM1","s61",0,61,0.000607327833546948,-7.40644182448419
"DRAM1","s62",0,62,0.000553374502680286,-7.49947556561527
"DRAM1","s63",0,63,0.000504214237026208,-7.59250930674634
"DRAM1","s64",0,64,0.000459421233881468,-7.68554304787741
"DRAM1","s65",0,65,0.000418607517681417,-7.77857678900848
"DRAM1","s66",0,66,0.000381419579541263,-7.87161053013956
"DRAM1","s67",0,67,0.000347535315331229,-7.96464427127063
"DRAM1","s68",0,68,0.000316661235764668,-8.0576780124017
"DRAM1","s69",0,69,0.000288529924334272,-8.15071175353278
"DRAM1","s70",0,70,0.000262897721078208,-8.24374549466385
"DRAM1","s71",0,71,0.000239542612114102,-8.33677923579492
"DRAM1","s72",0,72,0.000218262306660988,-8.42981297692599
"DRAM1","s73",0,73,0.00019887248489335,-8.52284671805706
"DRAM1","s74",0,74,0.000181205201450961,-8.61588045918814
"DRAM1","s75",0,75,0.00016510743077652,-8.70891420031921
"DRAM1","s76",0,76,0.000150439741681481,-8.80194794145028
"DRAM1","s77",0,77,0.000137075089659801,-8.89498168258135
"DRAM1","s78",0,78,0.000124897716489202,-8.98801542371243
"DRAM1","s79",0,79,0.000113802147588832,-9.0810491648435
"DRAM1","s80",0,80,0.000103692278448902,-9.17408290597457
"DRAM1","s81",0,81,9.44805422193964e-05,-9.26711664710565
"DRAM1","s82",0,82,8.6087151247911e-05,-9.36015038823672
"DRAM1","s83",0,83,7.84394059971776e-05,-9.45318412936779
"DRAM1","s84",0,84,7.14710653564502e-05,-9.54621787049886
"DRAM1","s85",0,85,6.51217728926934e-05,-9.63925161162994
"DRAM1","s86",0,86,5.93365340720335e-05,-9.73228535276101
"DRAM1","s87",0,87,5.40652399234147e-05,-9.82531909389208
"DUSP13","s0",0,0,0.177039286132001,-1.73138361548877
"DUSP13","s1",0,1,0.161311603892753,-1.82441735661984
"DUSP13","s2",0,2,0.146981125596331,-1.91745109775091
"DUSP13","s3",0,3,0.133923727495309,-2.01048483888199
"DUSP13","s4",0,4,0.122026312653886,-2.10351858001306
"DUSP13","s5",0,5,0.111185831356325,-2.19655232114413
"DUSP13","s6",0,6,0.101308388539621,-2.2895860622752
"DUSP13","s7",0,7,0.09230843051938,-2.38261980340628
"DUSP13","s8",0,8,0.0841080039647334,-2.47565354453735
"DUSP13","s9",0,9,0.076636080703879,-2.56868728566842
"DUSP13","s10",0,10,0.0698279425120354,-2.66172102679949
"DUSP13","s11",0,11,0.0636246205531402,-2.75475476793057
"DUSP13","s12",0,12,0.0579723846200014,-2.84778850906164
"DUSP13","s13",0,13,0.0528222777489477,-2.94082225019271
"DUSP13","s14",0,14,0.048129692178029,-3.03385599132378
"DUSP13","s15",0,15,0.043853982975923,-3.12688973245486
"DUSP13","s16",0,16,0.0399581159949838,-3.21992347358593
"DUSP13","s17",0,17,0.0364083470991718,-3.312957214717
"DUSP13","s18",0,18,0.0331739298884908,-3.40599095584808
"DUSP13","s19",0,19,0.0302268493883793,-3.49902469697915
"DUSP13","s20",0,20,0.0275415793974034,-3.59205843811022
"DUSP13","s21",0,21,0.0250948613915117,-3.68509217924129
"DUSP13","s22",0,22,0.022865503069826,-3.77812592037237
"DUSP13","s23",0,23,0.0208341947970698,-3.87115966150344
"DUSP13","s24",0,24,0.0189833423527451,-3.96419340263451
"DUSP13","s25",0,25,0.0172969145384111,-4.05722714376558
"DUSP13","s26",0,26,0.0157603043231128,-4.15026088489666
"DUSP13","s27",0,27,0.0143602023242663,-4.24329462602773
"DUSP13","s28",0,28,0.0130844815281545,-4.3363283671588
"DUSP13","s29",0,29,0.0119220922515355,-4.42936210828987
"DUSP13","s30",0,30,0.0108629664345722,-4.52239584942095
"DUSP13","s31",0,31,0.00989793043611486,-4.61542959055202
"DUSP13","s32",0,32,0.0090186255760098,-4.70846333168309
"DUSP13","s33",0,33,0.00821743573621073,-4.80149707281416
"DUSP13","s34",0,34,0.00748742139360768,-4.89453081394524
"DUSP13","s35",0,35,0.00682225951319765,-4.98756455507631
"DUSP13","s36",0,36,0.00621618878098029,-5.08059829620738
"DUSP13","s37",0,37,0.00566395970221219,-5.17363203733845
"DUSP13","s38",0,38,0.00516078913279472,-5.26666577846953
"DUSP13","s39",0,39,0.0047023188499681,-5.3596995196006
"DUSP13","s40",0,40,0.00428457780347076,-5.45273326073167
"DUSP13","s41",0,41,0.00390394772020166,-5.54576700186274
"DUSP13","s42",0,42,0.00355713176446973,-5.63880074299382
"DUSP13","s43",0,43,0.00324112598238019,-5.73183448412489
"DUSP13","s44",0,44,0.00295319328302306,-5.82486822525596
"DUSP13","s45",0,45,0.00269083973110104,-5.91790196638703
"DUSP13","s46",0,46,0.00245179294565508,-6.01093570751811
"DUSP13","s47",0,47,0.0022339824177876,-6.10396944864918
"DUSP13","s48",0,48,0.00203552157690489,-6.19700318978025
"DUSP13","s49",0,49,0.00185469145014521,-6.29003693091132
"DUSP13","s50",0,50,0.00168992577345814,-6.3830706720424
"DUSP13","s51",0,51,0.00153979742537472,-6.47610441317347
"DUSP13","s52",0,52,0.00140300606596397,-6.56913815430454
"DUSP13","s53",0,53,0.00127836687391048,-6.66217189543561
"DUSP13","s54",0,54,0.00116480028415901,-6.75520563656669
"DUSP13","s55",0,55,0.00106132263723843,-6.84823937769776
"DUSP13","s56",0,56,0.000967037659273928,-6.94127311882883
"DUSP13","s57",0,57,0.000881128698891504,-7.0343068599599
"DUSP13","s58",0,58,0.000802851653774438,-7.12734060109098
"DUSP13","s59",0,59,0.000731528525604995,-7.22037434222205
"DUSP13","s60",0,60,0.000666541547567348,-7.31340808335312
"DUSP13","s61",0,61,0.000607327833546948,-7.40644182448419
"DUSP13","s62",0,62,0.000553374502680286,-7.49947556561527
"DUSP13","s63",0,63,0.000504214237026208,-7.59250930674634
"DUSP13","s64",0,64,0.000459421233881468,-7.68554304787741
"DUSP13","s65",0,65,0.000418607517681417,-7.77857678900848
"DUSP13","s66",0,66,0.000381419579541263,-7.87161053013956
"DUSP13","s67",0,67,0.000347535315331229,-7.96464427127063
"DUSP13","s68",0,68,0.000316661235764668,-8.0576780124017
"DUSP13","s69",0,69,0.000288529924334272,-8.15071175353278
