"Sample","C5orf32","GADD45A","MAFG","S100A8","MYL6","NSUN7"
"GSM1602921",0.167620268293371,-0.398162144334132,-1.78283422670677,-0.324836990468615,-0.971987783155364,0.63882325471166
"GSM1602922",0.381305731892073,1.02860863685301,0.907713681915942,0.601804552391807,1.03520284889209,1.29017457618199
"GSM1602923",0.637908308242814,0.2594829412686,2.03178206722039,1.19792910705603,1.44924821601918,-1.43500740133432
"GSM1602924",0.863733218063023,0.887838752435536,0.995117734580653,1.080819660407,1.76440058406139,1.25579838203993
"GSM1602925",0.0595959671070692,0.347945828861076,-0.474048084565883,0.752277061925683,0.664743579232943,1.65137890687819
"GSM1602926",-1.23417308732794,-1.26457550861543,-0.94335125998585,0.276491876097823,-0.26225713770207,-1.95785088605111
"GSM1602927",0.736553041981295,0.823924655454796,-0.72090676576502,0.71841654077606,0.38336965897493,1.36457682415177
"GSM1602928",1.33216626845688,1.47589646588445,0.795722101960166,0.823236660991405,1.08373672816079,1.35022539927971
"GSM1602929",0.869131321447952,0.898584866603699,0.0301337238320694,0.233564038840775,-0.0160479909282627,1.10740383159901
"GSM1602930",-0.812658230694875,-0.936150373553486,-0.460390426689486,-0.748743856015058,-0.854390031628866,-0.823194151033933
"GSM1602931",-0.754987937981948,-0.858741290538547,-1.43248156362229,0.267898967352246,-0.824624752011767,-0.165625981430175
"GSM1602932",0.996243990017568,1.23416555157136,0.84774651689095,0.991580295924916,1.21231127932203,0.766646496920255
"GSM1602933",0.448648076108531,0.536667653093952,1.75780343659867,0.674929034442797,0.658869814481035,0.0361877819227229
"GSM1602934",0.745856833216706,1.47323912786605,-0.365541934220173,0.811183777482774,0.263780878434034,0.836415867817921
