"gene","HC1","HC2","NSES","P50","S2","S3"
"THRAP3",7.34900179090998,5.77329786295453,6.78264155239198,5.63945629658092,7.52874773525453,5.3331782699928
"EVA1B",5.23087700832804,5.04948116299568,4.22742789384803,6.03134333562224,4.22742789384803,5.3331782699928
"STK40",5.81698738387323,5.33302586221419,6.00932155005559,5.09970920054362,4.22742789384803,4.22742789384803
"LSM10",5.45376148785481,5.04948116299568,4.99023772891781,4.22742789384803,5.83348774422402,5.3331782699928
"MRPS15",5.23087700832804,6.25305255567801,4.99023772891781,5.63945629658092,6.36722099727102,5.3331782699928
"CSF3R",8.98895079932307,8.00044158465473,9.904626969489,9.45795489210109,8.78116459940036,9.23223989759521
"LINC01137",4.22742789384803,4.69623031625439,4.6586722164309,4.22742789384803,4.22742789384803,4.22742789384803
"ZC3H12A",5.45376148785481,5.33302586221419,6.39220151235508,5.09970920054362,6.12489709155534,5.3331782699928
"MEAF6",4.64419098111034,5.56989199982261,5.25966149830981,5.09970920054362,5.467922580958,5.9517357601784
"SNIP1",5.23087700832804,5.56989199982261,4.99023772891781,4.22742789384803,4.9770888836488,5.9517357601784
"GNL2",4.64419098111034,4.69623031625439,5.25966149830981,4.22742789384803,4.9770888836488,4.22742789384803
