mode,eigenvalue_nm2,variance_fraction,variance_percent,cumulative_variance_percent
250,0.000370106,2.235490975661321e-05,0.0022354909756613,99.8063789550616
251,0.000365404,2.207090251091713e-05,0.0022070902510917,99.8085860453127
252,0.00036004,2.1746909557724055e-05,0.0021746909557724,99.81076073626846
253,0.000357985,2.162278474064506e-05,0.0021622784740645,99.81292301474252
254,0.000351283,2.121797475326625e-05,0.0021217974753266,99.81504481221786
255,0.000344227,2.07917826806096e-05,0.0020791782680609,99.81712399048592
256,0.000342413,2.0682214593903366e-05,0.0020682214593903,99.81919221194532
257,0.000338971,2.04743130754674e-05,0.0020474313075467,99.82123964325288
258,0.000335215,2.024744552658724e-05,0.0020247445526587,99.82326438780552
259,0.000332064,2.005712080706611e-05,0.0020057120807066,99.82527009988624
260,0.000330337,1.9952807639623075e-05,0.0019952807639623,99.8272653806502
261,0.000327373,1.977377797644928e-05,0.0019773777976449,99.82924275844783
262,0.00032256,1.94830661785898e-05,0.0019483066178589,99.83119106506572
263,0.000317717,1.9190542339605084e-05,0.0019190542339605,99.83311011929966
264,0.000311853,1.8836348700991337e-05,0.0018836348700991,99.83499375416976
265,0.000307354,1.856460293357605e-05,0.0018564602933576,99.83685021446313
266,0.000302957,1.8299018105986574e-05,0.0018299018105986,99.83868011627372
267,0.000300468,1.814867909396243e-05,0.0018148679093962,99.84049498418312
268,0.000299302,1.80782510955614e-05,0.0018078251095561,99.84230280929268
269,0.000296328,1.789861741867919e-05,0.0017898617418679,99.84409267103456
270,0.00029139,1.760035544946454e-05,0.0017600355449464,99.84585270657948
271,0.000290631,1.7554510808995947e-05,0.0017554510808995,99.8476081576604
272,0.000285783,1.7261684963157025e-05,0.0017261684963157,99.84933432615672
273,0.000280954,1.697000674336408e-05,0.0016970006743364,99.85103132683103
274,0.000277842,1.6782037677305763e-05,0.0016782037677305,99.8527095305988
275,0.000277211,1.6743924412304867e-05,0.0016743924412304,99.85438392304002
